,name,link,pay_min,pay_max,pay_valuta,employer,employer_link,address
105,Data Science Team Lead (Personalization solutions),https://khimki.hh.ru/vacancy/46592553?from=vacancy_search_list&query=Data%20Scientist,,,,Lamoda,https://hh.ru/employer/780654,"Москва, Полежаевская и еще 1 "
106,Data Scientist,https://khimki.hh.ru/vacancy/46505916?from=vacancy_search_list&query=Data%20Scientist,,,,Selecty,https://hh.ru/employer/2406247,Москва
107,Data Engineer / Python Developer,https://khimki.hh.ru/vacancy/46598906?from=vacancy_search_list&query=Data%20Scientist,,,,Devim,https://hh.ru/employer/2097195,"Санкт-Петербург, Старая Деревня"
108,"Data Scientist, Price and Assortment Monitoring/Автоматический матчинг",https://khimki.hh.ru/vacancy/45929078?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 "
109,Python Data Scientist,https://khimki.hh.ru/vacancy/46507909?from=vacancy_search_list&query=Data%20Scientist,,,,Andersen,https://hh.ru/employer/851604,"Минск, Немига"
110,Data Scientist - команда CLTV. Дивизион `Массовая персонализация`,https://khimki.hh.ru/vacancy/46575427?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
111,Data Scientist (Middle/Senior),https://khimki.hh.ru/vacancy/46505445?from=vacancy_search_list&query=Data%20Scientist,,,,X5 RETAIL GROUP,https://hh.ru/employer/4233,Москва
112,"Senior Data scientist (NLP/NLU, в Санкт-Петербург)",https://khimki.hh.ru/vacancy/46611990?from=vacancy_search_list&query=Data%20Scientist,,,,Cellar door,https://hh.ru/employer/4420523,Москва
113,Data Analyst,https://khimki.hh.ru/vacancy/46577439?from=vacancy_search_list&query=Data%20Scientist,,,,Pushwoosh,https://hh.ru/employer/2655023,Новосибирск
114,Python Data Scientist,https://khimki.hh.ru/vacancy/46507968?from=vacancy_search_list&query=Data%20Scientist,,,,Andersen,https://hh.ru/employer/851604,Санкт-Петербург
115,Senior Data Scientist в NLP лабораторию,https://khimki.hh.ru/vacancy/46565337?from=vacancy_search_list&query=Data%20Scientist,,,,Контур,https://hh.ru/employer/41862,Санкт-Петербург
116,Machine Learning Engineer oneDAL,https://khimki.hh.ru/vacancy/46756920?from=vacancy_search_list&query=Data%20Scientist,,,,Intel Corporation,https://hh.ru/employer/2716,"Москва, Крылатское"
117,Data Scientist/Python Developer (remote),https://khimki.hh.ru/vacancy/44958327?from=vacancy_search_list&query=Data%20Scientist,,,,Nitka Technologies,https://hh.ru/employer/939874,Нижний Новгород
118,Data Scientist,https://khimki.hh.ru/vacancy/45686350?from=vacancy_search_list&query=Data%20Scientist,,,,"ВСК, САО",https://hh.ru/employer/1439,Москва
119,Senior Data Scientist в NLP лабораторию,https://khimki.hh.ru/vacancy/46565338?from=vacancy_search_list&query=Data%20Scientist,,,,Контур,https://hh.ru/employer/41862,Иннополис
120,Ведущий аналитик Data Scientist,https://khimki.hh.ru/vacancy/46488883?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Санкт-Петербург
121,Data Scientist / Machine Learning Engineer,https://khimki.hh.ru/vacancy/45678037?from=vacancy_search_list&query=Data%20Scientist,,,,AliExpress Россия,https://hh.ru/employer/2592107,Москва
122,"Data Scientist (python, machine learning)",https://khimki.hh.ru/vacancy/46471625?from=vacancy_search_list&query=Data%20Scientist,,,,Лаборатория Касперского,https://hh.ru/employer/1057,"Москва, Водный стадион"
123,Data Scientist/Data Engineer,https://khimki.hh.ru/vacancy/46487215?from=vacancy_search_list&query=Data%20Scientist,,,,Лаборатория Касперского,https://hh.ru/employer/1057,Москва
124,Эксперт Направления Data Scientist,https://khimki.hh.ru/vacancy/46586893?from=vacancy_search_list&query=Data%20Scientist,,290000.0,KZT,АО ForteBank,https://hh.ru/employer/24761,Нур-Султан
125,Data Scientist,https://khimki.hh.ru/vacancy/46424999?from=vacancy_search_list&query=Data%20Scientist,,,,НПФ БУДУЩЕЕ,https://hh.ru/employer/42954,"Москва, Трубная и еще 1 "
126,Data Analyst / Data Scientist,https://khimki.hh.ru/vacancy/42814257?from=vacancy_search_list&query=Data%20Scientist,,,,ZiMAD,https://hh.ru/employer/780623,Минск
127,Ведущий аналитик Data Scientist,https://khimki.hh.ru/vacancy/46488897?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Нижний Новгород
128,Senior Data Analyst / Старший аналитик данных,https://khimki.hh.ru/vacancy/45714376?from=vacancy_search_list&query=Data%20Scientist,,,,"ООО Mars (CHOCOLATE, PETCARE, FOOD)",https://hh.ru/employer/205?dpt=mars-205-chpf,Москва
129,Data Scientist (Middle),https://khimki.hh.ru/vacancy/46467459?from=vacancy_search_list&query=Data%20Scientist,,3000.0,USD,IT_Selection,https://hh.ru/employer/747028,Москва
130,Ведущий аналитик Data Scientist,https://khimki.hh.ru/vacancy/46488904?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Екатеринбург
131,"Data Scientist, Поиск",https://khimki.hh.ru/vacancy/46486798?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,Санкт-Петербург
132,Senior Data Scientist в команду CVM AI,https://khimki.hh.ru/vacancy/46456128?from=vacancy_search_list&query=Data%20Scientist,,,,Райффайзенбанк,https://hh.ru/employer/4023,"Москва, Технопарк"
133,Team Lead Data Scientist,https://khimki.hh.ru/vacancy/46488575?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Санкт-Петербург
134,Data Scientist (remote),https://khimki.hh.ru/vacancy/46463285?from=vacancy_search_list&query=Data%20Scientist,,,,"Velvetech, LLC",https://hh.ru/employer/642001,Санкт-Петербург
135,Ведущий аналитик Data Scientist,https://khimki.hh.ru/vacancy/46488906?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Новосибирск
136,Data Scientist,https://khimki.hh.ru/vacancy/46441851?from=vacancy_search_list&query=Data%20Scientist,,,,ЗАО Группа компаний С7,https://hh.ru/employer/766468,Москва
137,Data Scientist / Senior Data Scientist/ Lead Data Scientist,https://khimki.hh.ru/vacancy/45533155?from=vacancy_search_list&query=Data%20Scientist,,,,McKinsey & Company,https://hh.ru/employer/1776,"Москва, Белорусская"
138,Data scientist,https://khimki.hh.ru/vacancy/42608701?from=vacancy_search_list&query=Data%20Scientist,,,,Дром,https://hh.ru/employer/1781300,Новосибирск
139,Data Scientist Департамента машинного обучения и работе с данными,https://khimki.hh.ru/vacancy/45195946?from=vacancy_search_list&query=Data%20Scientist,,,,АльфаСтрахование,https://hh.ru/employer/370,"Москва, Шаболовская"
140,Senior Data Engineer (Берлин / Брауншвайг),https://khimki.hh.ru/vacancy/46347207?from=vacancy_search_list&query=Data%20Scientist,7000.0,8000.0,EUR,NEW YORKER,https://hh.ru/employer/600589,Москва
141,Data Scientist,https://khimki.hh.ru/vacancy/45726404?from=vacancy_search_list&query=Data%20Scientist,,,,ЗАО Научсофт,https://hh.ru/employer/746783,Минск
142,Senior Data Engineer (Берлин / Брауншвайг),https://khimki.hh.ru/vacancy/46347208?from=vacancy_search_list&query=Data%20Scientist,7000.0,8000.0,EUR,NEW YORKER,https://hh.ru/employer/600589,Санкт-Петербург
143,Senior Data Scientist,https://khimki.hh.ru/vacancy/46191096?from=vacancy_search_list&query=Data%20Scientist,180000.0,,руб.,ООО Автостат Медиа,https://hh.ru/employer/4977721,"Москва, Беговая и еще 2 "
144,Data engineer,https://khimki.hh.ru/vacancy/45377355?from=vacancy_search_list&query=Data%20Scientist,,,,Lamoda,https://hh.ru/employer/780654,Москва
145,Data Analyst/ Data Scientist,https://khimki.hh.ru/vacancy/45693700?from=vacancy_search_list&query=Data%20Scientist,,,,ZiMAD,https://hh.ru/employer/780623,Калуга
146,Data scientist,https://khimki.hh.ru/vacancy/46380065?from=vacancy_search_list&query=Data%20Scientist,,,,Экспириенс,https://hh.ru/employer/1319166,Москва
147,Data Scientist,https://khimki.hh.ru/vacancy/46359388?from=vacancy_search_list&query=Data%20Scientist,,,,BestDoctor,https://hh.ru/employer/2730772,Москва
148,Data scientist (гео-аналитика),https://khimki.hh.ru/vacancy/46380821?from=vacancy_search_list&query=Data%20Scientist,,,,Экспириенс,https://hh.ru/employer/1319166,"Москва, Маяковская"
149,"Cloud Data Scientist (AWS, remote)",https://khimki.hh.ru/vacancy/46358397?from=vacancy_search_list&query=Data%20Scientist,350000.0,,руб.,ООО ClearScale,https://hh.ru/employer/1574063,Санкт-Петербург
150,"Data Scientist, Поиск / Анализ спроса",https://khimki.hh.ru/vacancy/44177733?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 "
151,Data Scientist,https://khimki.hh.ru/vacancy/46341748?from=vacancy_search_list&query=Data%20Scientist,,,,Акуматика,https://hh.ru/employer/1055151,Москва
152,Data analyst/Data Scientist),https://khimki.hh.ru/vacancy/37638313?from=vacancy_search_list&query=Data%20Scientist,,,,ООО Гарда Технологии,https://hh.ru/employer/3093773,"Нижний Новгород, Горьковская"
153,Data Scientist,https://khimki.hh.ru/vacancy/45380927?from=vacancy_search_list&query=Data%20Scientist,,,,Метинвест Диджитал,https://hh.ru/employer/5044286,Киев
154,Machine learning engineer,https://khimki.hh.ru/vacancy/46384344?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург
155,Data scientist,https://khimki.hh.ru/vacancy/46172060?from=vacancy_search_list&query=Data%20Scientist,,,,"Hi, Rockits!",https://hh.ru/employer/1111058,Москва
156,"Cloud Data Scientist (AWS, remote)",https://khimki.hh.ru/vacancy/46358357?from=vacancy_search_list&query=Data%20Scientist,300000.0,,руб.,ООО ClearScale,https://hh.ru/employer/1574063,Москва
157,Бизнес-аналитик | Data Scientist,https://khimki.hh.ru/vacancy/45213733?from=vacancy_search_list&query=Data%20Scientist,100000.0,,руб.,Центр Разработки Мультимедийных Материалов,https://hh.ru/employer/615350,"Москва, Раменки"
158,"Data Scientist, Поиск / Товарные рекомендации",https://khimki.hh.ru/vacancy/43852580?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 "
159,"Data Scientist, Поиск / Анализ спроса",https://khimki.hh.ru/vacancy/45919989?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,Санкт-Петербург
160,Data Scientist,https://khimki.hh.ru/vacancy/46268855?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Новосибирск
161,Data scientist,https://khimki.hh.ru/vacancy/46281356?from=vacancy_search_list&query=Data%20Scientist,,,,ЭР-Телеком,https://hh.ru/employer/44272,Пермь
162,Data Scientist (remote),https://khimki.hh.ru/vacancy/46463279?from=vacancy_search_list&query=Data%20Scientist,,,,"Velvetech, LLC",https://hh.ru/employer/642001,Новосибирск
163,"Директор (Data scientist), Управление модельных рисков и валидации",https://khimki.hh.ru/vacancy/43908149?from=vacancy_search_list&query=Data%20Scientist,,,,Банк ВТБ (ПАО),https://hh.ru/employer/4181,Москва
164,Data Scientist (Collection),https://khimki.hh.ru/vacancy/46246099?from=vacancy_search_list&query=Data%20Scientist,,,,Альфа-Банк. Старт Карьеры,https://hh.ru/employer/80?dpt=80-80-start,Москва
165,Data Scientist,https://khimki.hh.ru/vacancy/46121508?from=vacancy_search_list&query=Data%20Scientist,,,,Метинвест Диджитал,https://hh.ru/employer/5044286,Днепр (Днепропетровск)
166,Lead Data Scientist,https://khimki.hh.ru/vacancy/46343632?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург
167,Data Scientist (Центр валидации моделей КИБ),https://khimki.hh.ru/vacancy/46244110?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
168,Data scientist / Специалист по нейросетям,https://khimki.hh.ru/vacancy/45752083?from=vacancy_search_list&query=Data%20Scientist,,,,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Пушкино (Московская область)
169,Data Engineer (NRT),https://khimki.hh.ru/vacancy/46277890?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург
170,Аналитик (эконометрическое моделирование) / Data scientist,https://khimki.hh.ru/vacancy/43822820?from=vacancy_search_list&query=Data%20Scientist,,,,dentsu,https://hh.ru/employer/6528,Москва
171,"Стажер Data Scientist, Группа улучшения бизнес-технологии и ИТ",https://khimki.hh.ru/vacancy/45090293?from=vacancy_search_list&query=Data%20Scientist,,,,EY (Эрнст энд Янг),https://hh.ru/employer/4900,"Москва, Павелецкая"
172,Data Analyst (NRT),https://khimki.hh.ru/vacancy/46291681?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург
173,Программист / Data scientist,https://khimki.hh.ru/vacancy/46240216?from=vacancy_search_list&query=Data%20Scientist,100000.0,150000.0,руб.,ООО ПРОИНВЕСТЛАЙН,https://hh.ru/employer/86082,"Москва, Новослободская"
174,Data Scientist (коммерческое направление),https://khimki.hh.ru/vacancy/44761330?from=vacancy_search_list&query=Data%20Scientist,,,,Зест-персонал,https://hh.ru/employer/21653,Москва
175,Middle/Senior Data Scientist,https://khimki.hh.ru/vacancy/44680709?from=vacancy_search_list&query=Data%20Scientist,,,, Альфа-Банк,https://hh.ru/employer/80?dpt=80-80-bank,"Москва, Технопарк"
176,Python Data Scientist,https://khimki.hh.ru/vacancy/46302088?from=vacancy_search_list&query=Data%20Scientist,,,,Andersen,https://hh.ru/employer/851604,Казань
177,Data Scientist,https://khimki.hh.ru/vacancy/46229988?from=vacancy_search_list&query=Data%20Scientist,,,,Платформа Больших Данных,https://hh.ru/employer/5202841,Москва
178,Data Scientist,https://khimki.hh.ru/vacancy/46175641?from=vacancy_search_list&query=Data%20Scientist,,,,ГКУ Инфогород,https://hh.ru/employer/2427329,Москва
179,Data scientist,https://khimki.hh.ru/vacancy/45443609?from=vacancy_search_list&query=Data%20Scientist,,,,"БИОКАД, биотехнологическая компания",https://hh.ru/employer/389,Санкт-Петербург
180,Data Scientist (скорринг),https://khimki.hh.ru/vacancy/43844535?from=vacancy_search_list&query=Data%20Scientist,,,,"ОТП Банк, АО (OTP bank)",https://hh.ru/employer/4394,"Москва, Балтийская и еще 1 "
181,Machine Learning Intern,https://khimki.hh.ru/vacancy/45619663?from=vacancy_search_list&query=Data%20Scientist,,,,Intel Corporation,https://hh.ru/employer/2716,"Нижний Новгород, Горьковская"
182,Data Scientist (Машинное обучение),https://khimki.hh.ru/vacancy/45614509?from=vacancy_search_list&query=Data%20Scientist,,,,Полюс,https://hh.ru/employer/97839,Москва
183,"Senior Data Scientist (NLP, чат-бот)",https://khimki.hh.ru/vacancy/46228554?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
184,Data Scientist (middle),https://khimki.hh.ru/vacancy/42118236?from=vacancy_search_list&query=Data%20Scientist,,,,ООО UMA.Tech,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,"Москва, Маяковская"
185,Data scientist (аналитик),https://khimki.hh.ru/vacancy/44712491?from=vacancy_search_list&query=Data%20Scientist,,,,Группа НЛМК,https://hh.ru/employer/988387,"Москва, Полянка и еще 2 "
186,Data Scientist,https://khimki.hh.ru/vacancy/46024666?from=vacancy_search_list&query=Data%20Scientist,,,,ООО WaveAccess,https://hh.ru/employer/2251053,Казань
187,"Ведущий аналитик Data scientist (удалённо), Ozon Express",https://khimki.hh.ru/vacancy/44157502?from=vacancy_search_list&query=Data%20Scientist,,,,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Санкт-Петербург
188,Senior data scientist,https://khimki.hh.ru/vacancy/46152848?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
189,Data Scientist,https://khimki.hh.ru/vacancy/45489815?from=vacancy_search_list&query=Data%20Scientist,,,,WILDBERRIES,https://hh.ru/employer/87021,Нижний Новгород
190,Ведущий Data Scientist,https://khimki.hh.ru/vacancy/46201330?from=vacancy_search_list&query=Data%20Scientist,,,,Тензор,https://hh.ru/employer/67611,"Санкт-Петербург, Московские ворота"
191,Data Scientist ML Space & AI Services,https://khimki.hh.ru/vacancy/45392651?from=vacancy_search_list&query=Data%20Scientist,,,,SberCloud,https://hh.ru/employer/3853446,Москва
192,Middle/Senior CV Data Scientist,https://khimki.hh.ru/vacancy/46177191?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
193,Data Scientist (DataUnicorn.Al team),https://khimki.hh.ru/vacancy/46102350?from=vacancy_search_list&query=Data%20Scientist,,,,Брокеркредитсервис,https://hh.ru/employer/1833,"Москва, Проспект Мира и еще 2 "
194,Data Scientist (Python) на ГПХ,https://khimki.hh.ru/vacancy/46066069?from=vacancy_search_list&query=Data%20Scientist,,,,"«РОСБАНК, Societe Generale Group»",https://hh.ru/employer/599?dpt=rosbank-599-opyt,"Москва, Комсомольская и еще 2 "
195,Data Scientist,https://khimki.hh.ru/vacancy/46110156?from=vacancy_search_list&query=Data%20Scientist,,,,ООО Мастер Деливери,https://hh.ru/employer/5123323,Москва
196,Middle Data Scientist,https://khimki.hh.ru/vacancy/46487806?from=vacancy_search_list&query=Data%20Scientist,,,,LeverX International,https://hh.ru/employer/759873,Минск
197,Big Data Engineer,https://khimki.hh.ru/vacancy/45657046?from=vacancy_search_list&query=Data%20Scientist,,,,Saber Interactive,https://hh.ru/employer/314182,Санкт-Петербург
198,Senior data scientist,https://khimki.hh.ru/vacancy/46093611?from=vacancy_search_list&query=Data%20Scientist,,,,Аналитический центр при Правительстве Российской Федерации,https://hh.ru/employer/211052,Москва
199,Data Analysis Leader,https://khimki.hh.ru/vacancy/46170482?from=vacancy_search_list&query=Data%20Scientist,,,,"ООО Mars (CHOCOLATE, PETCARE, FOOD)",https://hh.ru/employer/205?dpt=mars-205-chpf,Москва
200,Middle/Senior Machine Learning Engineer,https://khimki.hh.ru/vacancy/46276169?from=vacancy_search_list&query=Data%20Scientist,,,,Unikoom,https://hh.ru/employer/5144162,Москва
201,"Наставник на онлайн курс ""Data Analytics""",https://khimki.hh.ru/vacancy/46194690?from=vacancy_search_list&query=Data%20Scientist,,,,Университет Иннополис,https://hh.ru/employer/1160188,Москва
202,Data-scientist,https://khimki.hh.ru/vacancy/46052903?from=vacancy_search_list&query=Data%20Scientist,,,,ООО Север Авто М,https://hh.ru/employer/92258,Москва
203,Middle Machine Learning Engineer,https://khimki.hh.ru/vacancy/45369002?from=vacancy_search_list&query=Data%20Scientist,,,,Provectus,https://hh.ru/employer/841622,Казань
204,Data Engineer,https://khimki.hh.ru/vacancy/44555806?from=vacancy_search_list&query=Data%20Scientist,,,,UniCredit Bank,https://hh.ru/employer/1754,Москва
205,"Наставник на онлайн курс ""Data Analytics""",https://khimki.hh.ru/vacancy/46194691?from=vacancy_search_list&query=Data%20Scientist,,,,Университет Иннополис,https://hh.ru/employer/1160188,Санкт-Петербург
206,Data Analytics Consultant,https://khimki.hh.ru/vacancy/42887670?from=vacancy_search_list&query=Data%20Scientist,,,,"EPAM Systems, Inc.",https://hh.ru/employer/6769,Москва
207,Deep Learning Software Engineer (Federated Learning/Computer Vision),https://khimki.hh.ru/vacancy/41450842?from=vacancy_search_list&query=Data%20Scientist,,,,Intel Corporation,https://hh.ru/employer/2716,"Нижний Новгород, Горьковская"
208,Middle Machine Learning Engineer,https://khimki.hh.ru/vacancy/45369101?from=vacancy_search_list&query=Data%20Scientist,,,,Provectus,https://hh.ru/employer/841622,Санкт-Петербург
209,Data scientist (цифровые двойники),https://khimki.hh.ru/vacancy/43351939?from=vacancy_search_list&query=Data%20Scientist,,,,АО БДО Юникон Бизнес Солюшнс,https://hh.ru/employer/4746710,Москва
210,Data scientist (цифровые помощники),https://khimki.hh.ru/vacancy/43352442?from=vacancy_search_list&query=Data%20Scientist,,,,АО БДО Юникон Бизнес Солюшнс,https://hh.ru/employer/4746710,Москва
211,Junior Data Scientist,https://khimki.hh.ru/vacancy/46461113?from=vacancy_search_list&query=Data%20Scientist,,,,"EPAM Systems, Inc.",https://hh.ru/employer/632462,Минск
212,Junior Data Scientist / Machine Learning Engineer,https://khimki.hh.ru/vacancy/46271924?from=vacancy_search_list&query=Data%20Scientist,,,,ООО Фрешли Дата,https://hh.ru/employer/5567609,Минск
213,Аналитик \ Junior data scientist,https://khimki.hh.ru/vacancy/46191931?from=vacancy_search_list&query=Data%20Scientist,100000.0,100000.0,руб.,LVMH Perfumes & Cosmetics Russia (Seldico LLC),https://hh.ru/employer/31376,Москва
214,Data Scientist,https://khimki.hh.ru/vacancy/43507630?from=vacancy_search_list&query=Data%20Scientist,,,,Tele2,https://hh.ru/employer/4219,Москва
215,Junior Data scientist,https://khimki.hh.ru/vacancy/46175425?from=vacancy_search_list&query=Data%20Scientist,,,,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
216,Python Developer (Data Lab),https://khimki.hh.ru/vacancy/46357233?from=vacancy_search_list&query=Data%20Scientist,,,,Semrush,https://hh.ru/employer/789662,"Санкт-Петербург, Московские ворота"
217,Data Engineer (Middle),https://khimki.hh.ru/vacancy/42493119?from=vacancy_search_list&query=Data%20Scientist,,350000.0,руб.,ООО РАБЛЗ,https://hh.ru/employer/2223982,Москва
218,Аналитик данных,https://khimki.hh.ru/vacancy/46690256?from=vacancy_search_list&query=Data%20Scientist,,65000.0,руб.,"ЕКА, Топливная компания",https://hh.ru/employer/216562,"Москва, Смоленская"
219,Data scientist/разработка моделей оценки кредитного риска для клиентов малого и среднего бизнеса,https://khimki.hh.ru/vacancy/43694876?from=vacancy_search_list&query=Data%20Scientist,,,,Diamond Personnel R&C,https://hh.ru/employer/37623,Москва
220,Менеджер проектов в направлении Big Data,https://khimki.hh.ru/vacancy/46211518?from=vacancy_search_list&query=Data%20Scientist,,,,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 "
221,Менеджер по технологическим проектам Big Data,https://khimki.hh.ru/vacancy/44878610?from=vacancy_search_list&query=Data%20Scientist,,,,"ПАО МегаФон, IT",https://hh.ru/employer/3127?dpt=mgfn-3127-it,"Москва, Маяковская и еще 2 "
222,"Client Consultant (market research, FMCG sector)",https://khimki.hh.ru/vacancy/46153102?from=vacancy_search_list&query=Data%20Scientist,,,,NielsenIQ,https://hh.ru/employer/257,Москва
223,"Инженер - разработчик (e-commerce, banking), Senior",https://khimki.hh.ru/vacancy/46626775?from=vacancy_search_list&query=Data%20Scientist,,,,ООО WhyHappen,https://hh.ru/employer/2960714,Москва
224,Devops Engineer Hadoop (удаленно),https://khimki.hh.ru/vacancy/46788357?from=vacancy_search_list&query=Data%20Scientist,,,,Билайн,https://hh.ru/employer/4934,Санкт-Петербург
225,Ведущий системный аналитик,https://khimki.hh.ru/vacancy/44905153?from=vacancy_search_list&query=Data%20Scientist,,,,Инфосистемы Джет,https://hh.ru/employer/3095,"Москва, Савеловская"
226,C++ developer with relocation to Berlin,https://khimki.hh.ru/vacancy/46789780?from=vacancy_search_list&query=Data%20Scientist,6250.0,10000.0,EUR,think-cell,https://hh.ru/employer/3199358,Германия
227,Devops Engineer Hadoop (удаленно),https://khimki.hh.ru/vacancy/46488381?from=vacancy_search_list&query=Data%20Scientist,,,,Билайн,https://hh.ru/employer/4934,Москва
228,Менеджер продукта биометрии (Product manager),https://khimki.hh.ru/vacancy/42967110?from=vacancy_search_list&query=Data%20Scientist,,,,Тинькофф,https://hh.ru/employer/78638,Москва
229,Product Owner (HOF),https://khimki.hh.ru/vacancy/46629776?from=vacancy_search_list&query=Data%20Scientist,,,,Playtika UA,https://hh.ru/employer/1017431,Киев
230,Senior Product Manager,https://khimki.hh.ru/vacancy/46744939?from=vacancy_search_list&query=Data%20Scientist,,,,Pixellu,https://hh.ru/employer/3716247,Москва
231,Software Engineering Manager,https://khimki.hh.ru/vacancy/46400107?from=vacancy_search_list&query=Data%20Scientist,,,,Леруа Мерлен. Центральный офис,https://hh.ru/employer/8582?dpt=8582-8582-lmofis,Москва
232,Monitoring / DevOps Engineer,https://khimki.hh.ru/vacancy/46636422?from=vacancy_search_list&query=Data%20Scientist,,,,Playtika UA,https://hh.ru/employer/1017431,Киев
233,Java developer,https://khimki.hh.ru/vacancy/46346237?from=vacancy_search_list&query=Data%20Scientist,,,,Билайн,https://hh.ru/employer/4934,Новосибирск
234,Middle DevOps инженер,https://khimki.hh.ru/vacancy/46268275?from=vacancy_search_list&query=Data%20Scientist,150000.0,200000.0,руб.,ООО Виго Лаб,https://hh.ru/employer/2283197,"Санкт-Петербург, Петроградская"
235,Junior разработчик с RUN функцией,https://khimki.hh.ru/vacancy/46575465?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,Москва
236,Старший менеджер продукта,https://khimki.hh.ru/vacancy/46773237?from=vacancy_search_list&query=Data%20Scientist,,,,Билайн,https://hh.ru/employer/4934,"Москва, Маяковская и еще 2 "
237,Senior QA Engineer (automaition),https://khimki.hh.ru/vacancy/40305402?from=vacancy_search_list&query=Data%20Scientist,,,,ООО UMA.Tech,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,"Москва, Маяковская"
238,Java developer,https://khimki.hh.ru/vacancy/46346195?from=vacancy_search_list&query=Data%20Scientist,,,,Билайн,https://hh.ru/employer/4934,Санкт-Петербург
239,QA инженер по ручному функциональному тестированию,https://khimki.hh.ru/vacancy/45986218?from=vacancy_search_list&query=Data%20Scientist,,,,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
240,Golang разработчик,https://khimki.hh.ru/vacancy/45151935?from=vacancy_search_list&query=Data%20Scientist,150000.0,250000.0,руб.,IT_Selection,https://hh.ru/employer/747028,Санкт-Петербург
241,"Senior Big Data Engineer, Financial Software Solutions",https://khimki.hh.ru/vacancy/41833818?from=vacancy_search_list&query=Data%20Scientist,,,,DataArt,https://hh.ru/employer/69961,Санкт-Петербург
242,Веб-аналитик,https://khimki.hh.ru/vacancy/45871898?from=vacancy_search_list&query=Data%20Scientist,,,,Devim,https://hh.ru/employer/2097195,"Санкт-Петербург, Старая Деревня"
243,Python-разработчик (ETL),https://khimki.hh.ru/vacancy/46633466?from=vacancy_search_list&query=Data%20Scientist,,,,"Mail.ru Group, Другое",https://hh.ru/employer/15478?dpt=mailru-15478-other,"Москва, Аэропорт"
